AV_speed,AV_x,AV_y,AV_acc,AV_distance_to_light,nearest_light_x,nearest_light_y,nearest_light_state,AV_speed_enhanced,AV_acc_enhanced
0.5603983998298645,4918.39453125,-825.975341796875,0.2684134244918823,6.100189208984375,4923.757,-828.8836,4,0.6605166623339577,-0.0019127211298175517
0.5872397422790527,4918.43896484375,-826.0117797851562,0.3039067983627319,6.043768405914307,4923.757,-828.8836,4,0.6603253902209759,0.003336402080655887
0.6176304221153259,4918.48486328125,-826.0505981445312,0.3806281089782715,5.984950065612793,4923.757,-828.8836,4,0.6606590304290415,0.006607559542235464
0.6556932330131531,4918.53369140625,-826.0910034179688,0.2486854791641235,5.922825813293457,4923.757,-828.8836,4,0.661319786383265,0.010019598153316878
0.6805617809295654,4918.58544921875,-826.1346435546875,0.2345913648605346,5.85662317276001,4923.757,-828.8836,4,0.6623217461985967,0.01261822432951476
0.7040209174156189,4918.63671875,-826.179931640625,0.3358286619186401,5.790117263793945,4923.757,-828.8836,4,0.6635835686315482,0.016306394435990912
0.7376037836074829,4918.69287109375,-826.2259521484375,0.1196461915969848,5.718991279602051,4923.757,-828.8836,4,0.6652142080751473,0.022487271985914825
0.7495684027671814,4918.75048828125,-826.2741088867188,-0.1015859842300415,5.6456170082092285,4923.757,-828.8836,4,0.6674629352737388,0.028192244621035867
0.7394098043441772,4918.80712890625,-826.3228149414062,-0.1971375942230224,5.572903156280518,4923.757,-828.8836,4,0.6702821597358424,0.03384441558417439
0.719696044921875,4918.86376953125,-826.3690795898438,-0.331660509109497,5.5013580322265625,4923.757,-828.8836,4,0.6736666012942598,0.03569299303816775
0.6865299940109253,4918.91748046875,-826.4152221679688,-0.3403866291046142,5.432520389556885,4923.757,-828.8836,4,0.6772359005980766,0.03094744280688233
0.6524913311004639,4918.96826171875,-826.4578247070312,-0.0385153293609619,5.367947101593018,4923.757,-828.8836,4,0.6803306448787648,0.023096884245764615
0.6486397981643677,4919.01708984375,-826.4993896484375,0.0707554817199707,5.305627346038818,4923.757,-828.8836,4,0.6826403333033413,0.010490511479730458
0.6557153463363647,4919.0673828125,-826.5419921875,-0.0235736370086669,5.241576671600342,4923.757,-828.8836,4,0.6836893844513143,-0.005218655637644343
0.653357982635498,4919.11767578125,-826.5834350585938,-0.1433998346328735,5.1780877113342285,4923.757,-828.8836,4,0.6831675188875499,-0.022282609637825912
0.6390179991722107,4919.16845703125,-826.6246948242188,-0.1242792606353759,5.114284038543701,4923.757,-828.8836,4,0.6809392579237673,-0.0454893966350689
0.6265900731086731,4919.21630859375,-826.664794921875,-0.021669864654541,5.05366325378418,4923.757,-828.8836,4,0.6763903182602604,-0.07490556265509762
0.624423086643219,4919.2646484375,-826.7050170898438,-0.0679224729537963,4.992594242095947,4923.757,-828.8836,4,0.6688997619947507,-0.10341599840144933
