AV_speed,AV_x,AV_y,AV_acc,AV_distance_to_light,nearest_light_x,nearest_light_y,nearest_light_state,AV_speed_enhanced,AV_acc_enhanced
4.577208518981934,1584.463134765625,4291.70166015625,-1.6271209716796875,11.922455787658691,1584.3035,4303.623,4,4.0266342168504154,-0.19729717606996822
4.414496421813965,1584.456787109375,4292.1513671875,-1.6190767288208008,11.472704887390137,1584.3035,4303.623,4,4.006904499243419,-0.32179094938020736
4.252588748931885,1584.452392578125,4292.58447265625,-1.6804170608520508,11.039578437805176,1584.3035,4303.623,4,3.974725404305398,-0.4284406865802115
4.08454704284668,1584.4473876953125,4293.00146484375,-1.681082248687744,10.622557640075684,1584.3035,4303.623,4,3.9318813356473767,-0.5387281297215152
3.916438817977905,1584.4425048828125,4293.4013671875,-1.5900373458862305,10.222625732421877,1584.3035,4303.623,4,3.8780085226752252,-0.6380582929538114
3.757435083389282,1584.438232421875,4293.78466796875,-1.558840274810791,9.83930206298828,1584.3035,4303.623,4,3.814202693379844,-0.7642886620331302
3.601551055908203,1584.4327392578125,4294.15283203125,-1.5086102485656738,9.471096992492676,1584.3035,4303.623,4,3.737773827176531,-0.9376676603749834
3.450690031051636,1584.4293212890625,4294.50537109375,-1.450178623199463,9.118544578552246,1584.3035,4303.623,4,3.6440070611390327,-1.1116197945212214
3.305672168731689,1584.42529296875,4294.8427734375,-1.437234878540039,8.781118392944336,1584.3035,4303.623,4,3.5328450816869106,-1.2952051750495075
3.161948680877685,1584.421875,4295.16650390625,-1.4324307441711426,8.457372665405273,1584.3035,4303.623,4,3.40332456418196,-1.4475291298516346
3.0187056064605717,1584.4185791015625,4295.4755859375,-1.365501880645752,8.148274421691895,1584.3035,4303.623,4,3.2585716511967964,-1.5335823294000228
2.882155418395996,1584.4149169921875,4295.7705078125,-1.266028881072998,7.853329658508301,1584.3035,4303.623,0,3.105213418256794,-1.5998209143124198
2.7555525302886963,1584.4110107421875,4296.0517578125,-1.2293338775634766,7.572052955627441,1584.3035,4303.623,0,2.945231326825552,-1.6290521365447042
2.6326191425323486,1584.4075927734375,4296.3212890625,-1.2432622909545898,7.302500247955322,1584.3035,4303.623,0,2.7823261131710817,-1.6330732090776623
2.5082929134368896,1584.404541015625,4296.57861328125,-1.2145447731018066,7.045158863067627,1584.3035,4303.623,0,2.6190187922633155,-1.6322533736346179
2.386838436126709,1584.4012451171875,4296.8232421875,-1.171579360961914,6.800507545471191,1584.3035,4303.623,0,2.4557934548998537,-1.576482732094382
2.2696805000305176,1584.3988037109375,4297.0556640625,-1.1458754539489746,6.568074703216553,1584.3035,4303.623,0,2.2981451816904155,-1.4637065570023866
2.15509295463562,1584.395751953125,4297.27685546875,-1.1209702491760254,6.34686279296875,1584.3035,4303.623,0,2.151774525990177,-1.3783241938837199
2.0429959297180176,1584.39306640625,4297.48681640625,-1.1316895484924316,6.136884689331055,1584.3035,4303.623,0,2.013942106601805,-1.3345624364969444
