AV_speed,AV_x,AV_y,AV_acc,AV_distance_to_light,nearest_light_x,nearest_light_y,nearest_light_state,AV_speed_enhanced,AV_acc_enhanced
0.0003711752069648,1851.475830078125,-3374.368896484375,-0.0009679095819592,3.5705606937408447,1851.4812,-3377.9395,4,0.04041747807056366,0.000850955291747113
0.0002743842487689,1851.475830078125,-3374.36865234375,0.0015411493368446,3.5708048343658447,1851.4812,-3377.9395,4,0.04050257359973837,-0.01672858449705536
0.0004284991882741,1851.475830078125,-3374.36865234375,-0.0009690306615084,3.5708048343658447,1851.4812,-3377.9395,4,0.038829715150032834,-0.03229624279217788
0.0003315961221233,1851.4757080078125,-3374.36865234375,0.0027809955645352,3.570805072784424,1851.4812,-3377.9395,4,0.035600090870815046,-0.048237436171462006
0.0006096956785768,1851.4757080078125,-3374.36865234375,0.0009172759018838,3.570805072784424,1851.4812,-3377.9395,4,0.030776347253668845,-0.062336468159031114
0.0007014232687652,1851.475830078125,-3374.36865234375,0.004883671645075,3.5708048343658447,1851.4812,-3377.9395,4,0.024542700437765734,-0.08098061938052126
0.0011897904332727,1851.4757080078125,-3374.368896484375,-0.0073561840690672,3.570560932159424,1851.4812,-3377.9395,4,0.01644463849971361,-0.10712252363895394
0.0004541720263659,1851.4757080078125,-3374.368896484375,0.0002328131813555,3.570560932159424,1851.4812,-3377.9395,4,0.005732386135818214,-0.13362731252469837
0.0004774533445015,1851.4757080078125,-3374.368896484375,0.0008472544141113,3.570560932159424,1851.4812,-3377.9395,4,-0.0076303451166516234,-0.16205356538800292
0.0005621787859126,1851.4755859375,-3374.368896484375,0.0009614165173843,3.570560932159424,1851.4812,-3377.9395,4,-0.023835701655451916,-0.17602005086059677
0.0006583204376511,1851.4757080078125,-3374.368896484375,0.0019878945313394,3.570560932159424,1851.4812,-3377.9395,4,-0.04143770674151159,-0.16583970767181855
0.0008571099024266,1851.4755859375,-3374.368896484375,0.0099734934046864,3.570560932159424,1851.4812,-3377.9395,4,-0.05802167750869345,-0.14451119362699166
0.0018544592894613,1851.4757080078125,-3374.369140625,-0.0076157026924192,3.570316791534424,1851.4812,-3377.9395,4,-0.07247279687139262,-0.10519767690409729
0.0010928889969363,1851.4759521484373,-3374.369140625,0.001191928749904,3.5703163146972656,1851.4812,-3377.9395,4,-0.08299256456180235,-0.056503405129553486
0.0012120818719267,1851.4759521484373,-3374.369140625,-0.0084967697039246,3.5703163146972656,1851.4812,-3377.9395,4,-0.0886429050747577,-0.0056847283450034425
0.0003624049131758,1851.475830078125,-3374.368896484375,0.0011646057246252,3.5705606937408447,1851.4812,-3377.9395,4,-0.08921137790925804,0.06697457245578436
0.0004788654914591,1851.475830078125,-3374.369140625,0.0007785452180542,3.5703165531158447,1851.4812,-3377.9395,4,-0.0825139206636796,0.1610341998973963
0.0005567200132645,1851.4759521484373,-3374.369140625,0.006146834231913,3.5703163146972656,1851.4812,-3377.9395,4,-0.06641050067393997,0.25123474092580955
0.0011714034480974,1851.475830078125,-3374.368896484375,-0.0028969899285584,3.5705606937408447,1851.4812,-3377.9395,4,-0.041287026581359014,0.33492202729456944
0.0008817044436,1851.4759521484373,-3374.368896484375,0.0574507638812065,3.5705604553222656,1851.4812,-3377.9395,4,-0.007794823851902072,0.4214157956202977
0.0066267810761928,1851.4759521484373,-3374.368896484375,0.1954625695943832,3.5705604553222656,1851.4812,-3377.9395,4,0.0343467557101277,0.5018121300546446
0.0261730384081602,1851.476318359375,-3374.3701171875,0.4279994964599609,3.5693392753601074,1851.4812,-3377.9395,4,0.08452796871559216,0.6022830745447878
0.0689729899168014,1851.4761962890625,-3374.374267578125,0.7637576460838318,3.5651891231536865,1851.4812,-3377.9395,4,0.14475627617007095,0.7347789650782838
0.1453487575054168,1851.47607421875,-3374.3837890625,0.9982897043228148,3.5556678771972656,1851.4812,-3377.9395,4,0.21823417267789932,0.8704555440611724
0.2451777309179306,1851.475341796875,-3374.4033203125,1.1642308235168457,3.536137580871582,1851.4812,-3377.9395,4,0.30527972708401657,1.0157539702692842
0.3616008162498474,1851.475830078125,-3374.432861328125,1.3222622871398926,3.5065958499908447,1851.4812,-3377.9395,4,0.406855124110945,1.1481431206885067
0.4938270449638366,1851.4755859375,-3374.4755859375,1.3816642761230469,3.463871717453003,1851.4812,-3377.9395,4,0.5216694361797957,1.247487562723888
0.6319934725761414,1851.4761962890625,-3374.53173828125,1.3332229852676392,3.4077184200286865,1851.4812,-3377.9395,4,0.6464181924521845,1.3416382320448994
0.7653157711029053,1851.476806640625,-3374.60205078125,1.3640201091766355,3.337405204772949,1851.4812,-3377.9395,4,0.7805820156566744,1.421512086688076
0.9017177820205688,1851.4774169921875,-3374.684814453125,1.4233720302581787,3.254640817642212,1851.4812,-3377.9395,4,0.922733224325482,1.4918913045354931
1.0440549850463867,1851.4774169921875,-3374.782470703125,1.4905965328216553,3.156984806060791,1851.4812,-3377.9395,4,1.0719223547790313,1.5643539959368935
1.1931146383285522,1851.4783935546875,-3374.8935546875,1.6281533241271973,3.0458996295928955,1851.4812,-3377.9395,4,1.2283577543727207,1.612350965820113
1.355929970741272,1851.4794921875,-3375.02099609375,1.6944658756256104,2.918457508087158,1851.4812,-3377.9395,4,1.389592850954732,1.6345165739660406
1.525376558303833,1851.48046875,-3375.164794921875,1.7823803424835205,2.774658203125,1851.4812,-3377.9395,4,1.553044508351336,1.6780521123986625
1.703614592552185,1851.482421875,-3375.325927734375,1.8079626560211184,2.613525629043579,1851.4812,-3377.9395,4,1.7208497195912023,1.751399103905662
1.8844108581542969,1851.484130859375,-3375.505615234375,1.9124245643615725,2.4338395595550537,1851.4812,-3377.9395,4,1.8959896299817685,1.8331187533411675
2.075653314590454,1851.48583984375,-3375.702880859375,2.1021437644958496,2.236577033996582,1851.4812,-3377.9395,4,2.079301505315885,1.9398569677034816
2.285867691040039,1851.488037109375,-3375.920654296875,2.089548110961914,2.018810272216797,1851.4812,-3377.9395,4,2.2732872020862334,2.0288882288220433
2.4948225021362305,1851.4908447265625,-3376.159912109375,2.0884275436401367,1.7795671224594116,1851.4812,-3377.9395,4,2.4761760249684377,2.0786016606097046
2.703665256500244,1851.4935302734373,-3376.41943359375,2.194156646728516,1.520069599151611,1851.4812,-3377.9395,4,2.684036191029408,2.141008403059237
